snapped_at,price,market_cap,total_volume
2019-06-20 00:00:00 UTC,1.200052680137174,958054296.6259296,6637215.194662676
2019-06-21 00:00:00 UTC,1.13198379751942,903184175.4175469,9923747.286966106
2019-06-22 00:00:00 UTC,1.1715067085462416,935241920.786308,6804895.9846556755
2019-06-23 00:00:00 UTC,1.22977848960546,981000037.1596963,10550495.65543546
2019-06-24 00:00:00 UTC,1.1958982992374465,954715988.2318428,5172250.254488173
2019-06-25 00:00:00 UTC,1.1627052522156318,928458523.434759,5736326.532091529
2019-06-26 00:00:00 UTC,1.1006671082495634,878465737.6213279,9096386.486198265
2019-06-27 00:00:00 UTC,1.0869967921485053,876665436.7055392,11625313.033291824
2019-06-28 00:00:00 UTC,0.9764406671871945,780122380.8254473,9833346.271312127
2019-06-29 00:00:00 UTC,1.0086417376052497,805566534.8497671,11990713.759432731
2019-06-30 00:00:00 UTC,1.0337342227504056,826183118.9404259,13637355.78998356
2019-07-01 00:00:00 UTC,0.9353306166897097,748471861.3410724,11043607.499238672
2019-07-02 00:00:00 UTC,0.9222598694587333,735992407.6538968,11281601.469763137
2019-07-03 00:00:00 UTC,1.010493804370053,807246836.0011381,13814966.535577668
2019-07-04 00:00:00 UTC,1.2399730003767586,991277709.9249206,23190841.15553233
2019-07-05 00:00:00 UTC,1.2126086580486928,965798420.2510421,19965457.269114804
2019-07-06 00:00:00 UTC,1.2528999677127828,1002189335.1786692,17927698.38814386
2019-07-07 00:00:00 UTC,1.2214395249208865,977791653.9179538,14867215.259603506
2019-07-08 00:00:00 UTC,1.1945282856663502,957957711.9101954,13975290.384376824
2019-07-09 00:00:00 UTC,1.2223842264161418,977978707.0084532,13562287.55287238
2019-07-10 00:00:00 UTC,1.2161794839609164,973990320.8000454,15209925.661395758
2019-07-11 00:00:00 UTC,1.1765857886780693,942843377.2135034,14887609.604427312
2019-07-12 00:00:00 UTC,1.0196123376737936,816829719.7041601,13283572.883939289
2019-07-13 00:00:00 UTC,1.0760737386071384,861663182.121784,13895233.263371892
2019-07-14 00:00:00 UTC,0.9970529719592538,798055600.5409627,14051720.924012678
2019-07-15 00:00:00 UTC,0.9234953915368016,736686920.4407251,10284483.044135457
2019-07-16 00:00:00 UTC,0.9683657032458244,789233440.6104108,13681899.124141674
2019-07-17 00:00:00 UTC,0.8613793935736879,689073554.6086946,14432220.21444142
2019-07-18 00:00:00 UTC,0.9188435215756371,734861131.9144872,12855701.509178609
2019-07-19 00:00:00 UTC,0.9706849155947704,780802342.1372237,12977007.882159857
2019-07-20 00:00:00 UTC,0.9790739417547454,785687210.6446849,12799191.231654245
2019-07-21 00:00:00 UTC,1.0393509541415082,833032887.9241428,12808584.35167013
2019-07-22 00:00:00 UTC,1.0792869257082895,865062622.2512877,18302302.455934174
2019-07-23 00:00:00 UTC,1.1202964650823162,898437832.1642749,15168124.666782517
2019-07-24 00:00:00 UTC,1.0705060152062456,857280453.4384902,14518573.928389275
2019-07-25 00:00:00 UTC,1.0077218788361086,807754350.5229279,17102888.321973827
2019-07-26 00:00:00 UTC,1.02872411776458,825405481.3410513,12424487.207612766
2019-07-27 00:00:00 UTC,1.0354548456369235,830355311.9911337,14098770.626708683
2019-07-28 00:00:00 UTC,1.0111976928339645,808875749.0692852,12975832.234296463
2019-07-29 00:00:00 UTC,1.013881032131133,813527398.3241028,12989785.647966856
2019-07-30 00:00:00 UTC,1.012351437264642,808983972.154733,12576238.430205666
2019-07-31 00:00:00 UTC,1.2205037870574733,980323838.5530947,23911300.810024604
2019-08-01 00:00:00 UTC,1.277189351986132,1024604378.8334016,21961824.976591982
2019-08-02 00:00:00 UTC,1.3969884034080333,1121409923.3789117,23815144.109157182
2019-08-03 00:00:00 UTC,1.430641596606797,1148199847.7227461,23441049.617633536
2019-08-04 00:00:00 UTC,1.4241398965423746,1143365064.9991527,19161554.668301236
2019-08-05 00:00:00 UTC,1.433553524157084,1150821371.747047,18692018.3214369
2019-08-06 00:00:00 UTC,1.4538423984617388,1167611291.4207308,20201311.241988793
2019-08-07 00:00:00 UTC,1.471680024941369,1180866541.2699099,28250501.167980485
2019-08-08 00:00:00 UTC,1.3543969312675017,1085088908.4056284,19430865.20990124
2019-08-09 00:00:00 UTC,1.5501508339819787,1244347130.0160472,48260278.58670917
2019-08-10 00:00:00 UTC,1.4290253143364602,1148202239.7267225,31660674.952989142
2019-08-11 00:00:00 UTC,1.3922348009212682,1117815740.473614,17920036.860990185
2019-08-12 00:00:00 UTC,1.3867147564615354,1113323059.9452446,13908397.874636399
2019-08-13 00:00:00 UTC,1.362912213051106,1096030082.1537592,13183268.940547815
2019-08-14 00:00:00 UTC,1.2589771994734469,1014862749.4909425,15610657.339294415
2019-08-15 00:00:00 UTC,1.150798502865572,924947566.4694728,26724761.73031584
2019-08-16 00:00:00 UTC,1.222653107010518,981847799.979705,21179116.057595216
2019-08-17 00:00:00 UTC,1.2167816584766453,977252201.7243252,12941042.05638021
2019-08-18 00:00:00 UTC,1.1903872307693228,957224987.5311797,9681121.970137162
2019-08-19 00:00:00 UTC,1.1995925999184494,965172926.7134106,10178580.00452185
2019-08-20 00:00:00 UTC,1.2120509895465459,975172523.2049385,10995344.677006893
2019-08-21 00:00:00 UTC,1.1579887411049843,931657506.5212584,11437995.020096513
2019-08-22 00:00:00 UTC,1.127342497298358,906395442.6665614,12908129.854370264
2019-08-23 00:00:00 UTC,1.1415039274596008,918843917.7966219,9951072.120390184
2019-08-24 00:00:00 UTC,1.1713186325255325,943993573.224886,9428511.05940186
2019-08-25 00:00:00 UTC,1.1446218244274688,922297735.2860123,8248314.239759944
2019-08-26 00:00:00 UTC,1.1319725778225156,911756072.2786709,6751624.472454909
2019-08-27 00:00:00 UTC,1.1619805631731492,935899881.5179211,8450512.256450072
2019-08-28 00:00:00 UTC,1.126245139302432,907392946.3670434,8850100.364990657
2019-08-29 00:00:00 UTC,1.0519580261137205,847782024.5563024,10841217.414318807
2019-08-30 00:00:00 UTC,0.99443682873318,802652030.3413152,15845309.55985313
2019-08-31 00:00:00 UTC,1.0636405701556932,856632836.2006757,10714641.305513212
2019-09-01 00:00:00 UTC,1.0369408581907535,835518713.7007314,6392606.19971538
2019-09-02 00:00:00 UTC,1.0285242601507933,828987685.8881664,8511437.426272199
2019-09-03 00:00:00 UTC,1.0552514632840528,850725469.2726313,10313819.322194314
2019-09-04 00:00:00 UTC,1.038706243739184,837271728.0959566,10397206.354454126
2019-09-05 00:00:00 UTC,1.0309353698381196,831074308.6012383,8896768.728115246
2019-09-06 00:00:00 UTC,1.0138567711294173,817483912.5351388,9410969.69087931
2019-09-07 00:00:00 UTC,0.9946834250588416,802319713.9174081,11142908.596130658
2019-09-08 00:00:00 UTC,1.0266947856655946,828249683.8432881,14100380.674290223
2019-09-09 00:00:00 UTC,1.0627755563623549,854485073.8972515,10769316.64014759
2019-09-10 00:00:00 UTC,1.039503228120179,838605411.4422463,13948707.873395752
2019-09-11 00:00:00 UTC,1.0219872141681718,823986082.2424105,10656043.352420187
2019-09-12 00:00:00 UTC,1.0032224700638,809467762.9621786,10127616.185831837
2019-09-13 00:00:00 UTC,1.0098272664825967,814909225.6951027,9830372.296686737
2019-09-14 00:00:00 UTC,0.9761362369528499,788714843.9817721,10782018.166054348
2019-09-15 00:00:00 UTC,1.0012092827226797,808622392.6931418,9218401.378694158
2019-09-16 00:00:00 UTC,0.9984886613357548,806140559.788314,10798991.320196945
2019-09-17 00:00:00 UTC,1.0013218122837646,808243553.8464067,8374015.264548484
2019-09-18 00:00:00 UTC,1.100636303196007,889281488.988407,11961936.96479117
2019-09-19 00:00:00 UTC,1.0897212060600847,880208853.2868669,14735460.832653003
2019-09-20 00:00:00 UTC,1.1019953398800417,889586296.0003494,16557887.48035984
2019-09-21 00:00:00 UTC,1.0612322194203003,857275434.0009716,16774858.605312694
2019-09-22 00:00:00 UTC,1.0680980910480677,864794822.3295164,16454762.89307012
2019-09-23 00:00:00 UTC,1.0530006836335848,851158670.6564815,12022647.364139488
2019-09-24 00:00:00 UTC,1.050127250533479,848589058.8092746,23981619.993321266
2019-09-25 00:00:00 UTC,0.8839552328509551,714870453.8110424,28091253.51500341
2019-09-26 00:00:00 UTC,0.8510340187020254,688110374.6052293,28182018.37381026
2019-09-27 00:00:00 UTC,0.8464457368484395,680992245.4776337,16479165.288274063
2019-09-28 00:00:00 UTC,0.8860768494939414,716614978.0903723,19133533.851232152
2019-09-29 00:00:00 UTC,0.8948455384155288,722950424.7185711,11157139.98616975
2019-09-30 00:00:00 UTC,0.8810309466322153,712062198.7222036,14040470.06895718
2019-10-01 00:00:00 UTC,0.9022908689217537,728255541.479233,18095639.824061245
2019-10-02 00:00:00 UTC,0.9408367966453253,760348761.5611751,20138159.329547785
2019-10-03 00:00:00 UTC,0.9408367966453253,760348761.5611751,20138159.329547785
2019-10-04 00:00:00 UTC,0.9181823606489184,743277401.899875,17921165.22399322
2019-10-05 00:00:00 UTC,0.9193674942045498,744607225.7707996,17489066.58390483
2019-10-06 00:00:00 UTC,0.9069565249506073,733979099.3574823,15472246.005960844
2019-10-07 00:00:00 UTC,0.8659128621533543,701335155.2000878,15308399.058884712
2019-10-08 00:00:00 UTC,0.8973285497022875,727358322.5879318,17048582.400727544
2019-10-09 00:00:00 UTC,0.8957265487060833,725746279.9620093,20694307.6686426
2019-10-10 00:00:00 UTC,0.9423483001620382,763490792.2092204,19155321.81025255
2019-10-11 00:00:00 UTC,0.9142489856281576,740776411.6102066,27197745.428170826
2019-10-12 00:00:00 UTC,0.9027213314703567,731110399.4350388,20833180.773296393
2019-10-13 00:00:00 UTC,0.8897164598855983,721207531.633407,21854633.24207211
2019-10-14 00:00:00 UTC,0.9045259566196953,733517372.2022351,22585558.641700823
2019-10-15 00:00:00 UTC,0.9373223654832956,760141855.626206,18687716.209118206
2019-10-16 00:00:00 UTC,0.9042166866135813,733233831.5945129,19831913.98345974
2019-10-17 00:00:00 UTC,0.872232749142243,705714442.1769137,15596732.355682667
2019-10-18 00:00:00 UTC,0.8891314242332218,723821154.4190173,13673160.638108157
2019-10-19 00:00:00 UTC,0.8783707668943563,711102461.7987285,13236367.246718632
2019-10-20 00:00:00 UTC,0.8604950971745615,697817270.07495,12637001.049916897
2019-10-21 00:00:00 UTC,0.8745955418887562,708257596.5120151,11891111.553668825
2019-10-22 00:00:00 UTC,0.8677999710871812,701996109.8286316,13267822.10417746
2019-10-23 00:00:00 UTC,0.832779101114507,675300120.5761229,13696535.38489039
2019-10-24 00:00:00 UTC,0.7549576064659326,614359418.1667191,15778608.680485763
2019-10-25 00:00:00 UTC,0.7640677411475522,619604908.9898696,16464471.117850123
2019-10-26 00:00:00 UTC,0.8350179800723329,677084667.7844498,20071623.774058733
2019-10-27 00:00:00 UTC,0.8293296747340668,672067598.7814885,24086517.243866637
2019-10-28 00:00:00 UTC,0.8708570027246457,706182195.0383561,26461273.199940227
2019-10-29 00:00:00 UTC,0.8673863941361336,706212899.439541,27539025.710477803
2019-10-30 00:00:00 UTC,0.8771451079850286,711236178.6742585,23778335.737411812
2019-10-31 00:00:00 UTC,0.8809896332772168,715028727.3047839,17486794.188922342
2019-11-01 00:00:00 UTC,0.8855137685808715,718444767.5808233,19713930.364727356
2019-11-02 00:00:00 UTC,0.8749178950611619,709406979.363357,18431193.79350526
2019-11-03 00:00:00 UTC,0.8626964373750525,699557194.4909377,13436522.965218848
2019-11-04 00:00:00 UTC,0.8628956355702612,699815783.6102034,14632819.27669812
2019-11-05 00:00:00 UTC,0.8855613613834707,717924740.2233388,20034737.368468296
2019-11-06 00:00:00 UTC,0.9233773551269941,748771205.2060856,15935799.149238907
2019-11-07 00:00:00 UTC,1.0107953060205985,819352723.945822,27556796.46176645
2019-11-08 00:00:00 UTC,1.2084411653642573,979819571.5604707,95136024.69018874
2019-11-09 00:00:00 UTC,1.1634191575382142,943422274.6668161,49423081.74636234
2019-11-10 00:00:00 UTC,1.2413916802783156,1007168441.6510903,39083836.69587499
2019-11-11 00:00:00 UTC,1.230320478299064,998451241.2838168,35215188.200288884
2019-11-12 00:00:00 UTC,1.1727563867667536,951291405.2318991,27103353.733625878
2019-11-13 00:00:00 UTC,1.1687168601475242,807398543.1319777,27669845.950865604
2019-11-14 00:00:00 UTC,1.1256824732788973,776802667.4436355,25386099.213108066
2019-11-15 00:00:00 UTC,1.2172590528409812,840606101.0338733,47042612.38996133
2019-11-16 00:00:00 UTC,1.1699426686552739,808862825.3753608,29455660.68098393
2019-11-17 00:00:00 UTC,1.1579392354223625,799356287.6001675,31572038.64847369
2019-11-18 00:00:00 UTC,1.1561020023766337,798333778.3159513,27141289.32434659
2019-11-19 00:00:00 UTC,1.2063446652125362,823587537.1902509,42319501.26265922
2019-11-20 00:00:00 UTC,1.215428570408337,839876589.3611364,40192509.94290431
2019-11-21 00:00:00 UTC,1.2071338684841249,833686683.6047521,38149874.20683668
2019-11-22 00:00:00 UTC,1.2125800287085404,841287358.6066002,57490163.95398333
2019-11-23 00:00:00 UTC,1.2131854247142402,843485844.7025981,71052992.03366636
2019-11-24 00:00:00 UTC,1.374961286856997,946929286.4674443,100432970.87550816
2019-11-25 00:00:00 UTC,1.3117402043427033,907745658.8763953,51086992.93036572
2019-11-26 00:00:00 UTC,1.2402828212819805,858654619.1456792,67396439.81080535
2019-11-27 00:00:00 UTC,1.2348805500253237,856332011.1760311,37614380.354709305
2019-11-28 00:00:00 UTC,1.2475045120263863,867043532.0662429,51034554.95949062
2019-11-29 00:00:00 UTC,1.277074091849106,884796545.6537746,47700720.14325079
2019-11-30 00:00:00 UTC,1.3058828639246087,904680736.7011755,36306745.42949823
2019-12-01 00:00:00 UTC,1.3287832310307854,920110343.3581896,31856948.426422544
2019-12-02 00:00:00 UTC,1.2544463083790074,871096367.6147625,26675665.28636547
2019-12-03 00:00:00 UTC,1.2386458209169713,857663739.5541971,27368235.31046371
2019-12-04 00:00:00 UTC,1.2868251790035286,890983078.2794675,43933917.51351042
2019-12-05 00:00:00 UTC,1.2423031600365584,862437576.0333943,49636348.4768276
2019-12-06 00:00:00 UTC,1.286634370148966,889296886.2405901,34977572.89591669
2019-12-07 00:00:00 UTC,1.3788561723226915,954906999.6916974,40701749.75977167
2019-12-08 00:00:00 UTC,1.4435974134298022,1002710711.5098883,51676416.806073435
2019-12-09 00:00:00 UTC,1.5982939210586729,1108890820.082822,70005183.19938774
2019-12-10 00:00:00 UTC,1.5528760009402307,1079162037.013604,65858274.91604339
2019-12-11 00:00:00 UTC,1.4754071325873237,1024341025.831384,68665786.7639552
2019-12-12 00:00:00 UTC,1.5755444632990134,1095698863.2269456,79406078.49737234
2019-12-13 00:00:00 UTC,1.7737917916872925,1226733519.4391627,106910531.84144846
2019-12-14 00:00:00 UTC,1.768999876096162,1230176708.5970843,148654943.47317764
2019-12-15 00:00:00 UTC,1.6729776810280608,1158740717.147702,95614063.28981702
2019-12-16 00:00:00 UTC,1.6683963382514315,1164789397.306893,78611340.02242991
2019-12-17 00:00:00 UTC,1.6683640802497315,1158541217.7607398,79629434.29811779
2019-12-18 00:00:00 UTC,1.5350450978459327,1068845115.8865457,111167664.23639986
2019-12-19 00:00:00 UTC,1.5937713876573512,1105739757.1958222,104685049.48995975
2019-12-20 00:00:00 UTC,1.5016832325682472,1040851928.9297283,75245245.65755464
2019-12-21 00:00:00 UTC,1.5865233979128253,1101301690.7746608,75848634.84720545
2019-12-22 00:00:00 UTC,1.4707102431593213,1021196197.4831593,63863683.71415094
2019-12-23 00:00:00 UTC,1.4671611865954233,1018941902.2906296,72099477.26555908
2019-12-24 00:00:00 UTC,1.5137662445092486,1052287800.3265986,70724807.49587749
2019-12-25 00:00:00 UTC,1.484887629604578,1031217562.6173406,51214246.042533666
2019-12-26 00:00:00 UTC,1.4009866014457861,975137902.8351452,55902238.058453
2019-12-27 00:00:00 UTC,1.3629012021002946,947992612.3961982,66799304.86946696
2019-12-28 00:00:00 UTC,1.3749806020001134,951038621.6805606,50486603.60035426
2019-12-29 00:00:00 UTC,1.3259864168996525,922470328.2669138,63665053.62141285
2019-12-30 00:00:00 UTC,1.3029332208832591,905907104.346384,65398977.30861237
2019-12-31 00:00:00 UTC,1.3219895699331885,921331823.804176,54036317.81192934
2020-01-01 00:00:00 UTC,1.3518504519805006,939165939.936816,57847509.20699499
2020-01-02 00:00:00 UTC,1.371278285546721,954113654.9104587,55638827.00187047
2020-01-03 00:00:00 UTC,1.2385140853034429,859898147.4077394,48686736.914346434
2020-01-04 00:00:00 UTC,1.2756569273030824,888054445.0200034,62720237.112450466
2020-01-05 00:00:00 UTC,1.2502835212778283,869640338.4073817,53339711.627802424
2020-01-06 00:00:00 UTC,1.2504643218563425,870026463.2840824,54504458.064607315
2020-01-07 00:00:00 UTC,1.2985669961558017,904347414.7702689,49745688.25010441
2020-01-08 00:00:00 UTC,1.2994297870659293,905971648.0738343,71970196.68096556
2020-01-09 00:00:00 UTC,1.3244151424864765,923504731.069732,64184824.706289
2020-01-10 00:00:00 UTC,1.2811152750258292,888705423.8009714,61309868.70429966
2020-01-11 00:00:00 UTC,1.3031230292315763,907024988.9554782,64762132.28190794
2020-01-12 00:00:00 UTC,1.2992177767042894,908248428.163832,61624011.874893144
2020-01-13 00:00:00 UTC,1.3037669809994195,908498581.3688003,53034065.863009036
2020-01-14 00:00:00 UTC,1.2713225735767688,887291305.0852143,53526205.950131916
2020-01-15 00:00:00 UTC,1.328922527090787,925656924.0383041,73530337.71466848
2020-01-16 00:00:00 UTC,1.3434822125428214,932570145.8225522,84147292.41262576
2020-01-17 00:00:00 UTC,1.491464462688109,1032747353.397663,84472575.60676551
2020-01-18 00:00:00 UTC,1.4678017052603907,1028517825.1406531,81551243.54621677
2020-01-19 00:00:00 UTC,1.481213754503549,1035869970.4563239,63826246.15262536
2020-01-20 00:00:00 UTC,1.4193156738937858,992145170.0461663,72767899.83583885
2020-01-21 00:00:00 UTC,1.5855248289276316,1104188610.895641,88030187.62055579
2020-01-22 00:00:00 UTC,1.5315952238482549,1068843483.4576879,63192839.1271685
2020-01-23 00:00:00 UTC,1.5847127838476236,1111370366.708453,72128837.93968268
2020-01-24 00:00:00 UTC,1.5541301909236889,1079481741.8660665,81976556.59477758
2020-01-25 00:00:00 UTC,1.5111740531042666,1056040654.498728,53056843.09691093
2020-01-26 00:00:00 UTC,1.4958746119715416,1043675277.6077733,59246523.52731695
2020-01-27 00:00:00 UTC,1.5236465047914867,1063829322.5854055,52368554.98626477
2020-01-28 00:00:00 UTC,1.520721038667915,1064238857.1122758,59917812.426641315
2020-01-29 00:00:00 UTC,1.5442419247432426,1078948465.4664934,71986192.34692043
2020-01-30 00:00:00 UTC,1.5609431531752864,1093918345.302034,76906938.70075889
2020-01-31 00:00:00 UTC,1.6782081877164683,1171709558.6662974,79679459.31057915
2020-02-01 00:00:00 UTC,1.6511331601467585,1161343413.7211084,65287318.73834057
2020-02-02 00:00:00 UTC,1.738378834176183,1213324483.8123643,51176658.692980096
2020-02-03 00:00:00 UTC,1.8975839215425525,1317836021.4216733,114873302.4305256
2020-02-04 00:00:00 UTC,2.0185690911295526,1415465280.3725517,148325902.6245778
2020-02-05 00:00:00 UTC,1.9264086432566878,1346236477.763762,94915970.70608123
2020-02-06 00:00:00 UTC,2.1333129786960368,1493438904.4444902,127357597.79581422
2020-02-07 00:00:00 UTC,2.1587817696511515,1510343643.6361754,97091255.68226434
2020-02-08 00:00:00 UTC,2.200446890859596,1541404032.0071764,99070345.93712498
2020-02-09 00:00:00 UTC,2.2848611211513705,1598637352.4717486,97424049.65787955
2020-02-10 00:00:00 UTC,2.657383258277241,1864315228.2014732,212974278.78255987
2020-02-11 00:00:00 UTC,2.6298175588062205,1842043229.034315,157154666.13849783
2020-02-12 00:00:00 UTC,2.9055659645916583,2026593853.5355752,188594773.68168724
2020-02-13 00:00:00 UTC,3.313191393174652,2310893879.9041777,388246552.6401006
2020-02-14 00:00:00 UTC,3.1259556823696495,2195264996.492281,286812192.07337075
2020-02-15 00:00:00 UTC,3.4658486612114774,2420168502.9546933,265502436.65531346
2020-02-16 00:00:00 UTC,3.183120704201783,2216541538.4716268,240670980.44480595
2020-02-17 00:00:00 UTC,3.2436079058858422,2275761561.003885,288674157.0311137
2020-02-18 00:00:00 UTC,3.156930980837015,2196086716.5678926,291787690.46046853
2020-02-19 00:00:00 UTC,3.458501243364299,2435236544.4937754,271426134.169463
2020-02-20 00:00:00 UTC,3.5407082254877946,2521613481.828155,350316318.85653293
2020-02-21 00:00:00 UTC,3.62018028456785,2522100047.4277134,369259030.21782446
2020-02-22 00:00:00 UTC,3.486160869627854,2445402383.2786775,219571370.29698202
2020-02-23 00:00:00 UTC,3.3075467343286546,2316560511.1796875,254529866.90459853
2020-02-24 00:00:00 UTC,3.511814754482745,2461074798.3267765,269278086.88344586
2020-02-25 00:00:00 UTC,3.1798428393814464,2225102806.187819,313037692.46432257
2020-02-26 00:00:00 UTC,2.8313902417165133,1984054889.5964243,266062833.01316664
2020-02-27 00:00:00 UTC,2.7666105597255837,1942600817.995432,376405174.81140524
2020-02-28 00:00:00 UTC,2.789181164970312,1945488407.6943412,363784500.2023233
2020-02-29 00:00:00 UTC,2.7767998482043623,1967376114.9039993,232521318.28456903
2020-03-01 00:00:00 UTC,2.7359276347821013,1924923899.6311877,199938716.55967858
2020-03-02 00:00:00 UTC,2.622853112198903,1841030605.9598036,155985675.31032693
2020-03-03 00:00:00 UTC,2.790932766484956,1956978386.2256186,193685247.46443513
2020-03-04 00:00:00 UTC,2.754456560279008,1935693904.5549657,165675803.74199367
2020-03-05 00:00:00 UTC,2.975662478401058,2089374902.1313262,177067455.90367353
2020-03-06 00:00:00 UTC,3.067364044969095,2146896298.2735438,311903031.9702416
2020-03-07 00:00:00 UTC,3.169612998879917,2228772996.5084352,195555936.64146933
2020-03-08 00:00:00 UTC,3.0023224940738666,2107869843.61701,201078329.20496
2020-03-09 00:00:00 UTC,2.582978888441668,1819390643.7557445,243048438.65130702
2020-03-10 00:00:00 UTC,2.530765522769773,1751664141.3595707,288682209.87499785
2020-03-11 00:00:00 UTC,2.5827156904664514,1827523913.996811,231668227.7088399
2020-03-12 00:00:00 UTC,2.5196111660589,1775506600.2119584,186745368.8850658
2020-03-13 00:00:00 UTC,1.348087012198147,969397700.6505326,329251634.5379799
2020-03-14 00:00:00 UTC,1.7745784877462385,1230177119.1625676,529423167.6498451
2020-03-15 00:00:00 UTC,1.5833598056454286,1117730030.927395,187973217.33003208
2020-03-16 00:00:00 UTC,1.5633440390042683,1103220289.7662761,168078046.50569314
2020-03-17 00:00:00 UTC,1.321411918566525,926198848.0941386,238084769.23875174
2020-03-18 00:00:00 UTC,1.3895779015294372,993612314.0088292,176396022.1147731
2020-03-19 00:00:00 UTC,1.3935392178858035,977204752.0682781,145616087.56655777
2020-03-20 00:00:00 UTC,1.635689135424627,1155195817.829153,195663728.15483022
2020-03-21 00:00:00 UTC,1.677161682033289,1175198273.3388846,224722508.97270074
2020-03-22 00:00:00 UTC,1.6496005904340456,1162694691.681248,154940565.04409888
2020-03-23 00:00:00 UTC,1.476318595827775,1045640893.4335849,134240075.4075843
2020-03-24 00:00:00 UTC,1.6810735574072868,1175960645.0153687,180960301.45208392
2020-03-25 00:00:00 UTC,1.7649188382313163,1243055544.3798897,176495349.1150153
2020-03-26 00:00:00 UTC,1.7148341300917742,1205671635.5949018,129866332.47320594
2020-03-27 00:00:00 UTC,1.7518479570775303,1236561570.30116,91858769.36243989
2020-03-28 00:00:00 UTC,1.5793822559005943,1107743480.9278667,93752630.18657497
2020-03-29 00:00:00 UTC,1.568513106703286,1103964046.3969529,110249920.07700422
2020-03-30 00:00:00 UTC,1.4784793091272739,1044926130.1051265,67375183.21119775
2020-03-31 00:00:00 UTC,1.609164316650552,1134174650.6896443,138341349.8057921
2020-04-01 00:00:00 UTC,1.6117917181295685,1136396974.0776153,125158886.7644009
2020-04-02 00:00:00 UTC,1.6187444294748867,1138207524.8691318,115523916.51075932
2020-04-03 00:00:00 UTC,1.666871492217508,1174833710.838677,199453587.05378088
2020-04-04 00:00:00 UTC,1.6758853906929556,1182157972.1993062,131441790.94636367
2020-04-05 00:00:00 UTC,1.7012806139511893,1198651022.7602737,149719071.38487113
2020-04-06 00:00:00 UTC,1.6718464683626566,1180274919.840383,112405608.79700947
2020-04-07 00:00:00 UTC,1.890019990166331,1328299304.2170727,163558622.26008263
2020-04-08 00:00:00 UTC,1.9521079752776134,1373250620.5240302,284315076.86634254
2020-04-09 00:00:00 UTC,2.1440765754665967,1518495462.4207265,205775803.78268296
2020-04-10 00:00:00 UTC,2.1112092730581273,1493326344.5006196,196159288.98422942
2020-04-11 00:00:00 UTC,1.9019498268995672,1344907136.7275612,215475665.35083914
2020-04-12 00:00:00 UTC,1.9714404417317302,1391734719.192588,185051510.1805624
2020-04-13 00:00:00 UTC,1.9965167638413264,1431473187.2053523,231886707.42404246
2020-04-14 00:00:00 UTC,1.9410760546973382,1373728374.4483538,166560344.44415486
2020-04-15 00:00:00 UTC,1.9486548621531192,1378123549.5764523,157013837.0471334
2020-04-16 00:00:00 UTC,1.9012232641652744,1343076945.5941236,108033941.1634315
2020-04-17 00:00:00 UTC,2.0994985641896102,1488438482.973718,173855914.97669482
2020-04-18 00:00:00 UTC,2.0854637722613263,1485888302.1130621,201520175.97372335
2020-04-19 00:00:00 UTC,2.330689471399,1654262857.9236388,192390425.9004806
2020-04-20 00:00:00 UTC,2.248641292861024,1585425737.4061813,240564958.24404573
2020-04-21 00:00:00 UTC,2.137385320939805,1513275287.6583455,260324604.96605647
2020-04-22 00:00:00 UTC,2.1391255163982104,1513400359.1894174,218000756.0100218
2020-04-23 00:00:00 UTC,2.333477276049138,1651443469.7078214,169960077.62796375
2020-04-24 00:00:00 UTC,2.462808140756543,1739991565.0505698,284930536.27597326
2020-04-25 00:00:00 UTC,2.7113213385353627,1923388327.5519197,278099189.6178893
2020-04-26 00:00:00 UTC,2.857935919070494,2023302571.9498017,222356626.35775802
2020-04-27 00:00:00 UTC,2.7674202806070696,1964277227.0542743,190463961.73641098
2020-04-28 00:00:00 UTC,2.7434831660493244,1938865025.3058138,222549656.28090844
2020-04-29 00:00:00 UTC,2.749601069481608,1948602665.7810822,281558524.62141037
2020-04-30 00:00:00 UTC,2.9383964292239444,2079750572.1331284,336208606.4307514
2020-05-01 00:00:00 UTC,2.7460934447862924,1949795564.1728845,324889160.1920692
2020-05-02 00:00:00 UTC,2.807966616739096,1997678977.5471685,283049082.9691333
2020-05-03 00:00:00 UTC,2.838611997375367,2015228238.503496,236394287.29609108
2020-05-04 00:00:00 UTC,2.740374063808892,1946123496.636476,125420169.45171157
2020-05-05 00:00:00 UTC,2.7796716306531284,1969735472.669643,237510047.79653102
2020-05-06 00:00:00 UTC,2.752416423487533,1944443757.7186255,170790130.88578025
2020-05-07 00:00:00 UTC,2.635366631262154,1894966246.000706,160777822.74383542
2020-05-08 00:00:00 UTC,2.7186518473281085,1941223761.5381844,219717058.2036982
2020-05-09 00:00:00 UTC,2.748290533456876,1956157761.6416218,167481573.73546898
2020-05-10 00:00:00 UTC,2.81685446263515,2001434486.8393264,221277499.58288407
2020-05-11 00:00:00 UTC,2.5571683667396616,1811581831.5572374,235717047.07692096
2020-05-12 00:00:00 UTC,2.429212911800115,1723473797.888825,253649633.70459667
2020-05-13 00:00:00 UTC,2.5027880281020543,1777105113.5020437,152541202.7183155
2020-05-14 00:00:00 UTC,2.56779839293846,1821589618.7084076,121993669.2410998
2020-05-15 00:00:00 UTC,2.547399911938029,1805687019.3213754,138198900.57273072
2020-05-16 00:00:00 UTC,2.482919273869329,1758637033.9747703,114011610.36153726
